period,year,month,date,weekday,weekday_name,is_weekend,demand_count,zone_hour_records
2018-09,2018,9,2018-09-04,1,Tuesday,False,1320,734
2018-09,2018,9,2018-09-05,2,Wednesday,False,1266,738
2018-09,2018,9,2018-09-06,3,Thursday,False,1249,713
2018-09,2018,9,2018-09-07,4,Friday,False,1344,755
2018-09,2018,9,2018-09-08,5,Saturday,True,1085,654
2018-09,2018,9,2018-09-09,6,Sunday,True,975,612
2018-09,2018,9,2018-09-10,0,Monday,False,1170,694
2018-09,2018,9,2018-09-11,1,Tuesday,False,1254,704
2018-09,2018,9,2018-09-12,2,Wednesday,False,1269,719
2018-09,2018,9,2018-09-13,3,Thursday,False,1316,705
2018-09,2018,9,2018-09-14,4,Friday,False,1218,685
2018-09,2018,9,2018-09-15,5,Saturday,True,1111,661
2018-09,2018,9,2018-09-16,6,Sunday,True,936,603
2018-09,2018,9,2018-09-17,0,Monday,False,1143,654
2018-09,2018,9,2018-09-18,1,Tuesday,False,1223,707
2018-09,2018,9,2018-09-19,2,Wednesday,False,1178,681
2018-09,2018,9,2018-09-20,3,Thursday,False,1261,709
2018-09,2018,9,2018-09-21,4,Friday,False,1465,794
2018-09,2018,9,2018-09-22,5,Saturday,True,1127,680
2018-09,2018,9,2018-09-23,6,Sunday,True,1011,619
2018-09,2018,9,2018-09-24,0,Monday,False,1274,726
2018-09,2018,9,2018-09-25,1,Tuesday,False,1372,759
2018-09,2018,9,2018-09-26,2,Wednesday,False,1450,748
2018-09,2018,9,2018-09-27,3,Thursday,False,1399,739
2018-09,2018,9,2018-09-28,4,Friday,False,1453,755
2018-09,2018,9,2018-09-29,5,Saturday,True,1167,692
2018-09,2018,9,2018-09-30,6,Sunday,True,1075,648
2018-10,2018,10,2018-10-01,0,Monday,False,1208,703
2018-10,2018,10,2018-10-02,1,Tuesday,False,1379,748
2018-10,2018,10,2018-10-03,2,Wednesday,False,1249,722
2018-10,2018,10,2018-10-04,3,Thursday,False,1322,715
2018-10,2018,10,2018-10-05,4,Friday,False,1225,720
2018-10,2018,10,2018-10-06,5,Saturday,True,1061,662
2018-10,2018,10,2018-10-07,6,Sunday,True,996,629
2018-10,2018,10,2018-10-08,0,Monday,False,1188,690
2018-10,2018,10,2018-10-09,1,Tuesday,False,1240,718
2018-10,2018,10,2018-10-10,2,Wednesday,False,1250,739
2018-10,2018,10,2018-10-11,3,Thursday,False,1337,716
2018-10,2018,10,2018-10-12,4,Friday,False,1336,722
2018-10,2018,10,2018-10-13,5,Saturday,True,1064,634
2018-10,2018,10,2018-10-14,6,Sunday,True,1012,640
2018-10,2018,10,2018-10-15,0,Monday,False,1177,672
2018-10,2018,10,2018-10-16,1,Tuesday,False,1290,722
2018-10,2018,10,2018-10-17,2,Wednesday,False,1231,718
2018-10,2018,10,2018-10-18,3,Thursday,False,1283,700
2018-10,2018,10,2018-10-19,4,Friday,False,1343,734
2018-10,2018,10,2018-10-20,5,Saturday,True,1091,674
2018-10,2018,10,2018-10-21,6,Sunday,True,963,604
2018-10,2018,10,2018-10-22,0,Monday,False,1124,660
2018-10,2018,10,2018-10-23,1,Tuesday,False,1234,670
2018-10,2018,10,2018-10-24,2,Wednesday,False,1172,685
2018-10,2018,10,2018-10-25,3,Thursday,False,1218,702
2018-10,2018,10,2018-10-26,4,Friday,False,1435,747
2018-10,2018,10,2018-10-27,5,Saturday,True,1183,680
2018-10,2018,10,2018-10-28,6,Sunday,True,1039,637
2018-10,2018,10,2018-10-29,0,Monday,False,1178,682
2018-10,2018,10,2018-10-30,1,Tuesday,False,1284,699
2018-10,2018,10,2018-10-31,2,Wednesday,False,1261,726
2018-11,2018,11,2018-11-01,3,Thursday,False,1455,742
2018-11,2018,11,2018-11-02,4,Friday,False,1295,746
2018-11,2018,11,2018-11-03,5,Saturday,True,1111,688
2018-11,2018,11,2018-11-04,6,Sunday,True,1088,655
2018-11,2018,11,2018-11-05,0,Monday,False,1211,707
2018-11,2018,11,2018-11-06,1,Tuesday,False,1343,710
2018-11,2018,11,2018-11-07,2,Wednesday,False,1309,722
2018-11,2018,11,2018-11-08,3,Thursday,False,1269,705
2018-11,2018,11,2018-11-09,4,Friday,False,1272,690
2018-11,2018,11,2018-11-10,5,Saturday,True,1072,669
2018-11,2018,11,2018-11-11,6,Sunday,True,973,617
2018-11,2018,11,2018-11-12,0,Monday,False,1079,643
2018-11,2018,11,2018-11-13,1,Tuesday,False,1214,672
2018-11,2018,11,2018-11-14,2,Wednesday,False,1254,700
2018-11,2018,11,2018-11-15,3,Thursday,False,1325,705
2018-11,2018,11,2018-11-16,4,Friday,False,1366,719
2018-11,2018,11,2018-11-17,5,Saturday,True,1140,670
2018-11,2018,11,2018-11-18,6,Sunday,True,1084,642
2018-11,2018,11,2018-11-19,0,Monday,False,1188,669
2018-11,2018,11,2018-11-20,1,Tuesday,False,1164,680
2018-11,2018,11,2018-11-21,2,Wednesday,False,1139,655
2018-11,2018,11,2018-11-22,3,Thursday,False,775,559
2018-11,2018,11,2018-11-23,4,Friday,False,895,566
2018-11,2018,11,2018-11-24,5,Saturday,True,1032,636
2018-11,2018,11,2018-11-25,6,Sunday,True,947,595
2018-11,2018,11,2018-11-26,0,Monday,False,1190,674
2018-11,2018,11,2018-11-27,1,Tuesday,False,1279,705
2018-11,2018,11,2018-11-28,2,Wednesday,False,1117,664
2018-11,2018,11,2018-11-29,3,Thursday,False,1276,703
2018-11,2018,11,2018-11-30,4,Friday,False,1372,716
2018-12,2018,12,2018-12-01,5,Saturday,True,1007,631
2018-12,2018,12,2018-12-02,6,Sunday,True,1059,655
2018-12,2018,12,2018-12-03,0,Monday,False,1166,676
2018-12,2018,12,2018-12-04,1,Tuesday,False,1234,676
2018-12,2018,12,2018-12-05,2,Wednesday,False,1287,712
2018-12,2018,12,2018-12-06,3,Thursday,False,1292,707
2018-12,2018,12,2018-12-07,4,Friday,False,1345,713
2018-12,2018,12,2018-12-08,5,Saturday,True,1156,679
2018-12,2018,12,2018-12-09,6,Sunday,True,984,611
2018-12,2018,12,2018-12-10,0,Monday,False,1137,649
2018-12,2018,12,2018-12-11,1,Tuesday,False,1138,682
2018-12,2018,12,2018-12-12,2,Wednesday,False,1382,728
2018-12,2018,12,2018-12-13,3,Thursday,False,1313,731
2018-12,2018,12,2018-12-14,4,Friday,False,1507,773
2018-12,2018,12,2018-12-15,5,Saturday,True,1158,694
2018-12,2018,12,2018-12-16,6,Sunday,True,879,549
2018-12,2018,12,2018-12-17,0,Monday,False,1200,701
2018-12,2018,12,2018-12-18,1,Tuesday,False,1267,710
2018-12,2018,12,2018-12-19,2,Wednesday,False,1252,710
2018-12,2018,12,2018-12-20,3,Thursday,False,1266,684
2018-12,2018,12,2018-12-21,4,Friday,False,1280,713
2018-12,2018,12,2018-12-22,5,Saturday,True,1148,670
2018-12,2018,12,2018-12-23,6,Sunday,True,915,609
2018-12,2018,12,2018-12-24,0,Monday,False,971,623
2018-12,2018,12,2018-12-25,1,Tuesday,False,682,483
2018-12,2018,12,2018-12-26,2,Wednesday,False,995,628
2018-12,2018,12,2018-12-27,3,Thursday,False,1001,607
2018-12,2018,12,2018-12-28,4,Friday,False,1100,669
2018-12,2018,12,2018-12-29,5,Saturday,True,939,606
2018-12,2018,12,2018-12-30,6,Sunday,True,962,614
2018-12,2018,12,2018-12-31,0,Monday,False,1106,651
2019-01,2019,1,2019-01-01,1,Tuesday,False,1033,648
2019-01,2019,1,2019-01-02,2,Wednesday,False,1307,712
2019-01,2019,1,2019-01-03,3,Thursday,False,1316,721
2019-01,2019,1,2019-01-04,4,Friday,False,1367,729
2019-01,2019,1,2019-01-05,5,Saturday,True,1122,643
2019-01,2019,1,2019-01-06,6,Sunday,True,1064,646
2019-01,2019,1,2019-01-07,0,Monday,False,1325,710
2019-01,2019,1,2019-01-08,1,Tuesday,False,1293,681
2019-01,2019,1,2019-01-09,2,Wednesday,False,1234,686
2019-01,2019,1,2019-01-10,3,Thursday,False,1376,747
2019-01,2019,1,2019-01-11,4,Friday,False,1355,739
2019-01,2019,1,2019-01-12,5,Saturday,True,1016,629
2019-01,2019,1,2019-01-13,6,Sunday,True,1088,656
2019-01,2019,1,2019-01-14,0,Monday,False,1245,692
2019-01,2019,1,2019-01-15,1,Tuesday,False,1286,696
2019-01,2019,1,2019-01-16,2,Wednesday,False,1323,709
2019-01,2019,1,2019-01-17,3,Thursday,False,1247,703
2019-01,2019,1,2019-01-18,4,Friday,False,1270,726
2019-01,2019,1,2019-01-19,5,Saturday,True,1023,635
2019-01,2019,1,2019-01-20,6,Sunday,True,968,597
2019-01,2019,1,2019-01-21,0,Monday,False,1017,648
2019-01,2019,1,2019-01-22,1,Tuesday,False,1268,707
2019-01,2019,1,2019-01-23,2,Wednesday,False,1316,728
2019-01,2019,1,2019-01-24,3,Thursday,False,1254,710
2019-01,2019,1,2019-01-25,4,Friday,False,1334,714
2019-01,2019,1,2019-01-26,5,Saturday,True,1118,660
2019-01,2019,1,2019-01-27,6,Sunday,True,1023,624
2019-01,2019,1,2019-01-28,0,Monday,False,1211,691
2019-01,2019,1,2019-01-29,1,Tuesday,False,1278,711
2019-01,2019,1,2019-01-30,2,Wednesday,False,1241,691
2019-01,2019,1,2019-01-31,3,Thursday,False,1277,678
2019-02,2019,2,2019-02-01,4,Friday,False,1207,692
2019-02,2019,2,2019-02-02,5,Saturday,True,1042,655
2019-02,2019,2,2019-02-03,6,Sunday,True,818,558
2019-02,2019,2,2019-02-04,0,Monday,False,846,574
2019-02,2019,2,2019-02-05,1,Tuesday,False,1045,635
2019-02,2019,2,2019-02-06,2,Wednesday,False,1184,673
2019-02,2019,2,2019-02-07,3,Thursday,False,1163,646
2019-02,2019,2,2019-02-08,4,Friday,False,964,604
2019-02,2019,2,2019-02-09,5,Saturday,True,788,523
2019-02,2019,2,2019-02-10,6,Sunday,True,759,518
2019-02,2019,2,2019-02-11,0,Monday,False,982,557
2019-02,2019,2,2019-02-12,1,Tuesday,False,936,593
2019-02,2019,2,2019-02-13,2,Wednesday,False,1161,658
2019-02,2019,2,2019-02-14,3,Thursday,False,1174,646
2019-02,2019,2,2019-02-15,4,Friday,False,1290,687
2019-02,2019,2,2019-02-16,5,Saturday,True,1087,641
2019-02,2019,2,2019-02-17,6,Sunday,True,1023,640
2019-02,2019,2,2019-02-18,0,Monday,False,962,620
2019-02,2019,2,2019-02-19,1,Tuesday,False,1202,669
2019-02,2019,2,2019-02-20,2,Wednesday,False,1286,682
2019-02,2019,2,2019-02-21,3,Thursday,False,1270,692
2019-02,2019,2,2019-02-22,4,Friday,False,1213,693
2019-02,2019,2,2019-02-23,5,Saturday,True,1007,650
2019-02,2019,2,2019-02-24,6,Sunday,True,970,611
2019-02,2019,2,2019-02-25,0,Monday,False,1082,625
2019-02,2019,2,2019-02-26,1,Tuesday,False,1189,690
2019-02,2019,2,2019-02-27,2,Wednesday,False,1179,672
2019-02,2019,2,2019-02-28,3,Thursday,False,1243,710
2019-03,2019,3,2019-03-01,4,Friday,False,1247,679
2019-03,2019,3,2019-03-02,5,Saturday,True,998,631
2019-03,2019,3,2019-03-03,6,Sunday,True,914,576
2019-03,2019,3,2019-03-04,0,Monday,False,1146,665
2019-03,2019,3,2019-03-05,1,Tuesday,False,1262,706
2019-03,2019,3,2019-03-06,2,Wednesday,False,1143,640
2019-03,2019,3,2019-03-07,3,Thursday,False,1246,698
2019-03,2019,3,2019-03-08,4,Friday,False,1275,681
2019-03,2019,3,2019-03-09,5,Saturday,True,1094,635
2019-03,2019,3,2019-03-10,6,Sunday,True,928,593
2019-03,2019,3,2019-03-11,0,Monday,False,1078,646
2019-03,2019,3,2019-03-12,1,Tuesday,False,1112,651
2019-03,2019,3,2019-03-13,2,Wednesday,False,1299,677
2019-03,2019,3,2019-03-14,3,Thursday,False,1182,652
2019-03,2019,3,2019-03-15,4,Friday,False,1468,760
2019-03,2019,3,2019-03-16,5,Saturday,True,1101,658
2019-03,2019,3,2019-03-17,6,Sunday,True,1031,635
2019-03,2019,3,2019-03-18,0,Monday,False,1171,679
2019-03,2019,3,2019-03-19,1,Tuesday,False,1290,686
2019-03,2019,3,2019-03-20,2,Wednesday,False,1278,669
2019-03,2019,3,2019-03-21,3,Thursday,False,1249,676
2019-03,2019,3,2019-03-22,4,Friday,False,1259,725
2019-03,2019,3,2019-03-23,5,Saturday,True,1025,633
2019-03,2019,3,2019-03-24,6,Sunday,True,991,600
2019-03,2019,3,2019-03-25,0,Monday,False,1139,677
2019-03,2019,3,2019-03-26,1,Tuesday,False,1229,704
2019-03,2019,3,2019-03-27,2,Wednesday,False,1235,681
2019-03,2019,3,2019-03-28,3,Thursday,False,1180,694
2019-03,2019,3,2019-03-29,4,Friday,False,1300,716
2019-03,2019,3,2019-03-30,5,Saturday,True,1097,655
2019-03,2019,3,2019-03-31,6,Sunday,True,1003,607
2019-04,2019,4,2019-04-01,0,Monday,False,1229,700
2019-04,2019,4,2019-04-02,1,Tuesday,False,1299,695
2019-04,2019,4,2019-04-03,2,Wednesday,False,1280,731
2019-04,2019,4,2019-04-04,3,Thursday,False,1348,733
2019-04,2019,4,2019-04-05,4,Friday,False,1164,658
2019-04,2019,4,2019-04-06,5,Saturday,True,1019,639
2019-04,2019,4,2019-04-07,6,Sunday,True,997,629
2019-04,2019,4,2019-04-08,0,Monday,False,1039,646
2019-04,2019,4,2019-04-09,1,Tuesday,False,1154,671
2019-04,2019,4,2019-04-10,2,Wednesday,False,1163,673
2019-04,2019,4,2019-04-11,3,Thursday,False,1185,673
2019-04,2019,4,2019-04-12,4,Friday,False,1336,723
2019-04,2019,4,2019-04-13,5,Saturday,True,1035,628
2019-04,2019,4,2019-04-14,6,Sunday,True,909,572
2019-04,2019,4,2019-04-15,0,Monday,False,1170,671
2019-04,2019,4,2019-04-16,1,Tuesday,False,1291,691
2019-04,2019,4,2019-04-17,2,Wednesday,False,1234,689
2019-04,2019,4,2019-04-18,3,Thursday,False,1273,704
2019-04,2019,4,2019-04-19,4,Friday,False,1305,719
2019-04,2019,4,2019-04-20,5,Saturday,True,1187,695
2019-04,2019,4,2019-04-21,6,Sunday,True,1012,595
2019-04,2019,4,2019-04-22,0,Monday,False,1169,684
2019-04,2019,4,2019-04-23,1,Tuesday,False,1284,704
2019-04,2019,4,2019-04-24,2,Wednesday,False,1224,705
2019-04,2019,4,2019-04-25,3,Thursday,False,1259,715
2019-04,2019,4,2019-04-26,4,Friday,False,1429,739
2019-04,2019,4,2019-04-27,5,Saturday,True,1150,659
2019-04,2019,4,2019-04-28,6,Sunday,True,1020,584
2019-04,2019,4,2019-04-29,0,Monday,False,1251,697
2019-04,2019,4,2019-04-30,1,Tuesday,False,1353,721
2019-05,2019,5,2019-05-01,2,Wednesday,False,1217,685
2019-05,2019,5,2019-05-02,3,Thursday,False,1417,733
2019-05,2019,5,2019-05-03,4,Friday,False,1321,749
2019-05,2019,5,2019-05-04,5,Saturday,True,1229,705
2019-05,2019,5,2019-05-05,6,Sunday,True,1082,657
2019-05,2019,5,2019-05-06,0,Monday,False,1318,740
2019-05,2019,5,2019-05-07,1,Tuesday,False,1320,712
2019-05,2019,5,2019-05-08,2,Wednesday,False,1279,713
2019-05,2019,5,2019-05-09,3,Thursday,False,1255,699
2019-05,2019,5,2019-05-10,4,Friday,False,1393,736
2019-05,2019,5,2019-05-11,5,Saturday,True,1273,717
2019-05,2019,5,2019-05-12,6,Sunday,True,1025,628
2019-05,2019,5,2019-05-13,0,Monday,False,1318,701
2019-05,2019,5,2019-05-14,1,Tuesday,False,1136,665
2019-05,2019,5,2019-05-15,2,Wednesday,False,1215,683
2019-05,2019,5,2019-05-16,3,Thursday,False,1312,706
2019-05,2019,5,2019-05-17,4,Friday,False,1316,713
2019-05,2019,5,2019-05-18,5,Saturday,True,1232,700
2019-05,2019,5,2019-05-19,6,Sunday,True,991,614
2019-05,2019,5,2019-05-20,0,Monday,False,1126,666
2019-05,2019,5,2019-05-21,1,Tuesday,False,1277,699
2019-05,2019,5,2019-05-22,2,Wednesday,False,1364,723
2019-05,2019,5,2019-05-23,3,Thursday,False,1396,782
2019-05,2019,5,2019-05-24,4,Friday,False,1284,723
2019-05,2019,5,2019-05-25,5,Saturday,True,1130,635
2019-05,2019,5,2019-05-26,6,Sunday,True,1141,642
2019-05,2019,5,2019-05-27,0,Monday,False,1068,624
2019-05,2019,5,2019-05-28,1,Tuesday,False,1328,721
2019-05,2019,5,2019-05-29,2,Wednesday,False,1323,726
2019-05,2019,5,2019-05-30,3,Thursday,False,1373,747
2019-05,2019,5,2019-05-31,4,Friday,False,1375,745
2019-06,2019,6,2019-06-01,5,Saturday,True,1302,693
2019-06,2019,6,2019-06-02,6,Sunday,True,1083,666
2019-06,2019,6,2019-06-03,0,Monday,False,1201,674
2019-06,2019,6,2019-06-04,1,Tuesday,False,1378,749
2019-06,2019,6,2019-06-05,2,Wednesday,False,1442,745
2019-06,2019,6,2019-06-06,3,Thursday,False,1271,730
2019-06,2019,6,2019-06-07,4,Friday,False,1354,717
2019-06,2019,6,2019-06-08,5,Saturday,True,1198,691
2019-06,2019,6,2019-06-09,6,Sunday,True,1083,633
2019-06,2019,6,2019-06-10,0,Monday,False,1328,734
2019-06,2019,6,2019-06-11,1,Tuesday,False,1342,735
2019-06,2019,6,2019-06-12,2,Wednesday,False,1310,732
2019-06,2019,6,2019-06-13,3,Thursday,False,1258,731
2019-06,2019,6,2019-06-14,4,Friday,False,1422,759
2019-06,2019,6,2019-06-15,5,Saturday,True,1208,689
2019-06,2019,6,2019-06-16,6,Sunday,True,1024,641
2019-06,2019,6,2019-06-17,0,Monday,False,1258,722
2019-06,2019,6,2019-06-18,1,Tuesday,False,1258,715
2019-06,2019,6,2019-06-19,2,Wednesday,False,1303,721
2019-06,2019,6,2019-06-20,3,Thursday,False,1273,717
2019-06,2019,6,2019-06-21,4,Friday,False,1230,689
2019-06,2019,6,2019-06-22,5,Saturday,True,1200,674
2019-06,2019,6,2019-06-23,6,Sunday,True,1075,663
2019-06,2019,6,2019-06-24,0,Monday,False,1151,668
2019-06,2019,6,2019-06-25,1,Tuesday,False,1235,702
2019-06,2019,6,2019-06-26,2,Wednesday,False,1251,718
2019-06,2019,6,2019-06-27,3,Thursday,False,1248,716
2019-06,2019,6,2019-06-28,4,Friday,False,1332,742
2019-06,2019,6,2019-06-29,5,Saturday,True,1052,655
2019-06,2019,6,2019-06-30,6,Sunday,True,1214,699
2019-07,2019,7,2019-07-01,0,Monday,False,1220,736
2019-07,2019,7,2019-07-02,1,Tuesday,False,1252,711
2019-07,2019,7,2019-07-03,2,Wednesday,False,1190,688
2019-07,2019,7,2019-07-04,3,Thursday,False,1065,649
2019-07,2019,7,2019-07-05,4,Friday,False,1216,698
2019-07,2019,7,2019-07-06,5,Saturday,True,1189,681
2019-07,2019,7,2019-07-07,6,Sunday,True,987,605
2019-07,2019,7,2019-07-08,0,Monday,False,1153,691
2019-07,2019,7,2019-07-09,1,Tuesday,False,1096,668
2019-07,2019,7,2019-07-10,2,Wednesday,False,1318,713
2019-07,2019,7,2019-07-11,3,Thursday,False,1278,725
2019-07,2019,7,2019-07-12,4,Friday,False,1452,750
2019-07,2019,7,2019-07-13,5,Saturday,True,1290,707
2019-07,2019,7,2019-07-14,6,Sunday,True,973,615
2019-07,2019,7,2019-07-15,0,Monday,False,1258,701
2019-07,2019,7,2019-07-16,1,Tuesday,False,1342,720
2019-07,2019,7,2019-07-17,2,Wednesday,False,1331,705
2019-07,2019,7,2019-07-18,3,Thursday,False,1299,689
2019-07,2019,7,2019-07-19,4,Friday,False,1274,712
2019-07,2019,7,2019-07-20,5,Saturday,True,1162,675
2019-07,2019,7,2019-07-21,6,Sunday,True,1104,645
2019-07,2019,7,2019-07-22,0,Monday,False,1288,691
2019-07,2019,7,2019-07-23,1,Tuesday,False,1396,745
2019-07,2019,7,2019-07-24,2,Wednesday,False,1266,710
2019-07,2019,7,2019-07-25,3,Thursday,False,1395,744
2019-07,2019,7,2019-07-26,4,Friday,False,1268,699
2019-07,2019,7,2019-07-27,5,Saturday,True,1121,668
2019-07,2019,7,2019-07-28,6,Sunday,True,1034,643
2019-07,2019,7,2019-07-29,0,Monday,False,1231,707
2019-07,2019,7,2019-07-30,1,Tuesday,False,1314,697
2019-07,2019,7,2019-07-31,2,Wednesday,False,1356,721
2019-08,2019,8,2019-08-01,3,Thursday,False,1299,726
2019-08,2019,8,2019-08-02,4,Friday,False,1236,726
2019-08,2019,8,2019-08-03,5,Saturday,True,1281,732
2019-08,2019,8,2019-08-04,6,Sunday,True,1176,690
2019-08,2019,8,2019-08-05,0,Monday,False,1249,716
2019-08,2019,8,2019-08-06,1,Tuesday,False,1380,750
2019-08,2019,8,2019-08-07,2,Wednesday,False,1309,705
2019-08,2019,8,2019-08-08,3,Thursday,False,1304,714
2019-08,2019,8,2019-08-09,4,Friday,False,1275,725
2019-08,2019,8,2019-08-10,5,Saturday,True,1162,669
2019-08,2019,8,2019-08-11,6,Sunday,True,976,639
2019-08,2019,8,2019-08-12,0,Monday,False,1204,689
2019-08,2019,8,2019-08-13,1,Tuesday,False,1238,703
2019-08,2019,8,2019-08-14,2,Wednesday,False,1337,742
2019-08,2019,8,2019-08-15,3,Thursday,False,1257,700
2019-08,2019,8,2019-08-16,4,Friday,False,1270,718
2019-08,2019,8,2019-08-17,5,Saturday,True,1166,679
2019-08,2019,8,2019-08-18,6,Sunday,True,1140,683
2019-08,2019,8,2019-08-19,0,Monday,False,1082,683
2019-08,2019,8,2019-08-20,1,Tuesday,False,1283,719
2019-08,2019,8,2019-08-21,2,Wednesday,False,1220,698
2019-08,2019,8,2019-08-22,3,Thursday,False,1323,739
2019-08,2019,8,2019-08-23,4,Friday,False,1395,757
2019-08,2019,8,2019-08-24,5,Saturday,True,1156,675
2019-08,2019,8,2019-08-25,6,Sunday,True,998,648
2019-08,2019,8,2019-08-26,0,Monday,False,1168,672
2019-08,2019,8,2019-08-27,1,Tuesday,False,1385,714
2019-08,2019,8,2019-08-28,2,Wednesday,False,1311,723
2019-08,2019,8,2019-08-29,3,Thursday,False,1342,715
2019-08,2019,8,2019-08-30,4,Friday,False,1381,757
2019-08,2019,8,2019-08-31,5,Saturday,True,1192,665
2019-09,2019,9,2019-09-01,6,Sunday,True,1074,649
2019-09,2019,9,2019-09-02,0,Monday,False,988,646
2019-09,2019,9,2019-09-03,1,Tuesday,False,1276,710
2019-09,2019,9,2019-09-04,2,Wednesday,False,1359,715
2019-09,2019,9,2019-09-05,3,Thursday,False,1361,727
2019-09,2019,9,2019-09-06,4,Friday,False,1376,747
2019-09,2019,9,2019-09-07,5,Saturday,True,1147,669
2019-09,2019,9,2019-09-08,6,Sunday,True,967,615
2019-09,2019,9,2019-09-09,0,Monday,False,1119,691
2019-09,2019,9,2019-09-10,1,Tuesday,False,1286,724
2019-09,2019,9,2019-09-11,2,Wednesday,False,1323,703
2019-09,2019,9,2019-09-12,3,Thursday,False,1273,722
2019-09,2019,9,2019-09-13,4,Friday,False,1243,690
2019-09,2019,9,2019-09-14,5,Saturday,True,1008,632
2019-09,2019,9,2019-09-15,6,Sunday,True,993,634
2019-09,2019,9,2019-09-16,0,Monday,False,1178,653
2019-09,2019,9,2019-09-17,1,Tuesday,False,1171,666
2019-09,2019,9,2019-09-18,2,Wednesday,False,1359,723
2019-09,2019,9,2019-09-19,3,Thursday,False,1223,707
2019-09,2019,9,2019-09-20,4,Friday,False,1156,679
2019-09,2019,9,2019-09-21,5,Saturday,True,1046,636
2019-09,2019,9,2019-09-22,6,Sunday,True,995,625
2019-09,2019,9,2019-09-23,0,Monday,False,1170,692
2019-09,2019,9,2019-09-24,1,Tuesday,False,1298,705
2019-09,2019,9,2019-09-25,2,Wednesday,False,1320,708
2019-09,2019,9,2019-09-26,3,Thursday,False,1216,713
2019-09,2019,9,2019-09-27,4,Friday,False,1289,718
2019-09,2019,9,2019-09-28,5,Saturday,True,1087,656
2019-09,2019,9,2019-09-29,6,Sunday,True,983,611
2019-09,2019,9,2019-09-30,0,Monday,False,1154,675
2019-10,2019,10,2019-10-01,1,Tuesday,False,1210,710
2019-10,2019,10,2019-10-02,2,Wednesday,False,1303,722
2019-10,2019,10,2019-10-03,3,Thursday,False,1265,710
2019-10,2019,10,2019-10-04,4,Friday,False,1180,676
2019-10,2019,10,2019-10-05,5,Saturday,True,1154,677
2019-10,2019,10,2019-10-06,6,Sunday,True,953,610
2019-10,2019,10,2019-10-07,0,Monday,False,1058,648
2019-10,2019,10,2019-10-08,1,Tuesday,False,1139,684
2019-10,2019,10,2019-10-09,2,Wednesday,False,1242,714
2019-10,2019,10,2019-10-10,3,Thursday,False,1250,700
2019-10,2019,10,2019-10-11,4,Friday,False,1263,718
2019-10,2019,10,2019-10-12,5,Saturday,True,1047,630
2019-10,2019,10,2019-10-13,6,Sunday,True,1059,621
2019-10,2019,10,2019-10-14,0,Monday,False,1088,672
2019-10,2019,10,2019-10-15,1,Tuesday,False,1296,698
2019-10,2019,10,2019-10-16,2,Wednesday,False,1207,690
2019-10,2019,10,2019-10-17,3,Thursday,False,1273,711
2019-10,2019,10,2019-10-18,4,Friday,False,1254,700
2019-10,2019,10,2019-10-19,5,Saturday,True,1009,632
2019-10,2019,10,2019-10-20,6,Sunday,True,891,566
2019-10,2019,10,2019-10-21,0,Monday,False,1128,667
2019-10,2019,10,2019-10-22,1,Tuesday,False,1218,695
2019-10,2019,10,2019-10-23,2,Wednesday,False,1355,740
2019-10,2019,10,2019-10-24,3,Thursday,False,1260,717
2019-10,2019,10,2019-10-25,4,Friday,False,1264,702
2019-10,2019,10,2019-10-26,5,Saturday,True,1045,647
2019-10,2019,10,2019-10-27,6,Sunday,True,967,612
2019-10,2019,10,2019-10-28,0,Monday,False,1197,679
2019-10,2019,10,2019-10-29,1,Tuesday,False,1250,676
2019-10,2019,10,2019-10-30,2,Wednesday,False,1241,682
2019-10,2019,10,2019-10-31,3,Thursday,False,1281,704
2019-11,2019,11,2019-11-01,4,Friday,False,1345,731
2019-11,2019,11,2019-11-02,5,Saturday,True,1030,645
2019-11,2019,11,2019-11-03,6,Sunday,True,1098,646
2019-11,2019,11,2019-11-04,0,Monday,False,1165,660
2019-11,2019,11,2019-11-05,1,Tuesday,False,1284,695
2019-11,2019,11,2019-11-06,2,Wednesday,False,1264,684
2019-11,2019,11,2019-11-07,3,Thursday,False,1300,704
2019-11,2019,11,2019-11-08,4,Friday,False,1259,697
2019-11,2019,11,2019-11-09,5,Saturday,True,1116,671
2019-11,2019,11,2019-11-10,6,Sunday,True,963,613
2019-11,2019,11,2019-11-11,0,Monday,False,1054,664
2019-11,2019,11,2019-11-12,1,Tuesday,False,1060,665
2019-11,2019,11,2019-11-13,2,Wednesday,False,1230,687
2019-11,2019,11,2019-11-14,3,Thursday,False,1272,722
2019-11,2019,11,2019-11-15,4,Friday,False,1273,728
2019-11,2019,11,2019-11-16,5,Saturday,True,1093,636
2019-11,2019,11,2019-11-17,6,Sunday,True,823,566
2019-11,2019,11,2019-11-18,0,Monday,False,1092,672
2019-11,2019,11,2019-11-19,1,Tuesday,False,1347,726
2019-11,2019,11,2019-11-20,2,Wednesday,False,1348,719
2019-11,2019,11,2019-11-21,3,Thursday,False,1272,710
2019-11,2019,11,2019-11-22,4,Friday,False,1237,694
2019-11,2019,11,2019-11-23,5,Saturday,True,1064,647
2019-11,2019,11,2019-11-24,6,Sunday,True,876,576
2019-11,2019,11,2019-11-25,0,Monday,False,1148,635
2019-11,2019,11,2019-11-26,1,Tuesday,False,1250,676
2019-11,2019,11,2019-11-27,2,Wednesday,False,1113,681
2019-11,2019,11,2019-11-28,3,Thursday,False,691,515
2019-11,2019,11,2019-11-29,4,Friday,False,869,563
