period,year,month,date,weekday,weekday_name,is_weekend,demand_count,zone_hour_records
2013-07,2013,7,2013-07-27,5,Saturday,True,1378,741
2013-07,2013,7,2013-07-28,6,Sunday,True,1152,667
2013-07,2013,7,2013-07-29,0,Monday,False,1301,727
2013-07,2013,7,2013-07-30,1,Tuesday,False,1359,739
2013-07,2013,7,2013-07-31,2,Wednesday,False,1242,728
2013-08,2013,8,2013-08-01,3,Thursday,False,1269,717
2013-08,2013,8,2013-08-02,4,Friday,False,1343,735
2013-08,2013,8,2013-08-03,5,Saturday,True,1360,726
2013-08,2013,8,2013-08-04,6,Sunday,True,1249,703
2013-08,2013,8,2013-08-05,0,Monday,False,1317,756
2013-08,2013,8,2013-08-06,1,Tuesday,False,1295,722
2013-08,2013,8,2013-08-07,2,Wednesday,False,1250,720
2013-08,2013,8,2013-08-08,3,Thursday,False,1326,752
2013-08,2013,8,2013-08-09,4,Friday,False,1259,737
2013-08,2013,8,2013-08-10,5,Saturday,True,1296,692
2013-08,2013,8,2013-08-11,6,Sunday,True,1129,665
2013-08,2013,8,2013-08-12,0,Monday,False,1086,675
2013-08,2013,8,2013-08-13,1,Tuesday,False,1187,717
2013-08,2013,8,2013-08-14,2,Wednesday,False,1237,711
2013-08,2013,8,2013-08-15,3,Thursday,False,1242,693
2013-08,2013,8,2013-08-16,4,Friday,False,1264,729
2013-08,2013,8,2013-08-17,5,Saturday,True,1386,757
2013-08,2013,8,2013-08-18,6,Sunday,True,1145,672
2013-08,2013,8,2013-08-19,0,Monday,False,1119,665
2013-08,2013,8,2013-08-20,1,Tuesday,False,1156,683
2013-08,2013,8,2013-08-21,2,Wednesday,False,1209,692
2013-08,2013,8,2013-08-22,3,Thursday,False,1271,698
2013-08,2013,8,2013-08-23,4,Friday,False,1348,743
2013-08,2013,8,2013-08-24,5,Saturday,True,1325,732
2013-08,2013,8,2013-08-25,6,Sunday,True,1190,690
2013-08,2013,8,2013-08-26,0,Monday,False,1246,718
2013-08,2013,8,2013-08-27,1,Tuesday,False,1256,739
2013-08,2013,8,2013-08-28,2,Wednesday,False,1290,705
2013-08,2013,8,2013-08-29,3,Thursday,False,1226,702
2013-08,2013,8,2013-08-30,4,Friday,False,1291,733
2013-08,2013,8,2013-08-31,5,Saturday,True,1243,712
2013-09,2013,9,2013-09-01,6,Sunday,True,1155,661
2013-09,2013,9,2013-09-02,0,Monday,False,1097,671
2013-09,2013,9,2013-09-03,1,Tuesday,False,1204,704
2013-09,2013,9,2013-09-04,2,Wednesday,False,1329,731
2013-09,2013,9,2013-09-05,3,Thursday,False,1164,688
2013-09,2013,9,2013-09-06,4,Friday,False,1269,718
2013-09,2013,9,2013-09-07,5,Saturday,True,1342,743
2013-09,2013,9,2013-09-08,6,Sunday,True,1094,641
2013-09,2013,9,2013-09-09,0,Monday,False,1279,727
2013-09,2013,9,2013-09-10,1,Tuesday,False,1274,721
2013-09,2013,9,2013-09-11,2,Wednesday,False,1295,730
2013-09,2013,9,2013-09-12,3,Thursday,False,1174,680
2013-09,2013,9,2013-09-13,4,Friday,False,1275,739
2013-09,2013,9,2013-09-14,5,Saturday,True,1288,721
2013-09,2013,9,2013-09-15,6,Sunday,True,1114,624
2013-09,2013,9,2013-09-16,0,Monday,False,1258,714
2013-09,2013,9,2013-09-17,1,Tuesday,False,1169,675
2013-09,2013,9,2013-09-18,2,Wednesday,False,1232,706
2013-09,2013,9,2013-09-19,3,Thursday,False,1294,727
2013-09,2013,9,2013-09-20,4,Friday,False,1342,721
2013-09,2013,9,2013-09-21,5,Saturday,True,1168,673
2013-09,2013,9,2013-09-22,6,Sunday,True,1058,632
2013-09,2013,9,2013-09-23,0,Monday,False,1104,668
2013-09,2013,9,2013-09-24,1,Tuesday,False,1147,682
2013-09,2013,9,2013-09-25,2,Wednesday,False,1116,667
2013-09,2013,9,2013-09-26,3,Thursday,False,1068,647
2013-09,2013,9,2013-09-27,4,Friday,False,1338,711
2013-09,2013,9,2013-09-28,5,Saturday,True,1324,713
2013-09,2013,9,2013-09-29,6,Sunday,True,983,605
2013-09,2013,9,2013-09-30,0,Monday,False,1112,647
2013-10,2013,10,2013-10-01,1,Tuesday,False,1173,692
2013-10,2013,10,2013-10-02,2,Wednesday,False,1122,667
2013-10,2013,10,2013-10-03,3,Thursday,False,1286,708
2013-10,2013,10,2013-10-04,4,Friday,False,1300,720
2013-10,2013,10,2013-10-05,5,Saturday,True,1191,675
2013-10,2013,10,2013-10-06,6,Sunday,True,991,584
2013-10,2013,10,2013-10-07,0,Monday,False,1102,643
2013-10,2013,10,2013-10-08,1,Tuesday,False,1111,651
2013-10,2013,10,2013-10-09,2,Wednesday,False,1184,694
2013-10,2013,10,2013-10-10,3,Thursday,False,1228,693
2013-10,2013,10,2013-10-11,4,Friday,False,1285,701
2013-10,2013,10,2013-10-12,5,Saturday,True,1111,661
2013-10,2013,10,2013-10-13,6,Sunday,True,1031,651
2013-10,2013,10,2013-10-14,0,Monday,False,1229,701
2013-10,2013,10,2013-10-15,1,Tuesday,False,1216,688
2013-10,2013,10,2013-10-16,2,Wednesday,False,1265,732
2013-10,2013,10,2013-10-17,3,Thursday,False,1133,666
2013-10,2013,10,2013-10-18,4,Friday,False,1252,710
2013-10,2013,10,2013-10-19,5,Saturday,True,1192,682
2013-10,2013,10,2013-10-20,6,Sunday,True,996,613
2013-10,2013,10,2013-10-21,0,Monday,False,1189,683
2013-10,2013,10,2013-10-22,1,Tuesday,False,1159,684
2013-10,2013,10,2013-10-23,2,Wednesday,False,1181,688
2013-10,2013,10,2013-10-24,3,Thursday,False,1191,709
2013-10,2013,10,2013-10-25,4,Friday,False,1299,718
2013-10,2013,10,2013-10-26,5,Saturday,True,1252,686
2013-10,2013,10,2013-10-27,6,Sunday,True,1027,626
2013-10,2013,10,2013-10-28,0,Monday,False,1159,691
2013-10,2013,10,2013-10-29,1,Tuesday,False,1127,677
2013-10,2013,10,2013-10-30,2,Wednesday,False,1129,673
2013-10,2013,10,2013-10-31,3,Thursday,False,1155,706
2013-11,2013,11,2013-11-01,4,Friday,False,1339,757
2013-11,2013,11,2013-11-02,5,Saturday,True,1356,738
2013-11,2013,11,2013-11-03,6,Sunday,True,1112,642
2013-11,2013,11,2013-11-04,0,Monday,False,1130,668
2013-11,2013,11,2013-11-05,1,Tuesday,False,1118,688
2013-11,2013,11,2013-11-06,2,Wednesday,False,1065,649
2013-11,2013,11,2013-11-07,3,Thursday,False,1077,669
2013-11,2013,11,2013-11-08,4,Friday,False,1260,689
2013-11,2013,11,2013-11-09,5,Saturday,True,1157,671
2013-11,2013,11,2013-11-10,6,Sunday,True,977,590
2013-11,2013,11,2013-11-11,0,Monday,False,986,620
2013-11,2013,11,2013-11-12,1,Tuesday,False,1111,652
2013-11,2013,11,2013-11-13,2,Wednesday,False,1189,686
2013-11,2013,11,2013-11-14,3,Thursday,False,1224,708
2013-11,2013,11,2013-11-15,4,Friday,False,1241,723
2013-11,2013,11,2013-11-16,5,Saturday,True,1108,644
2013-11,2013,11,2013-11-17,6,Sunday,True,968,605
2013-11,2013,11,2013-11-18,0,Monday,False,1031,636
2013-11,2013,11,2013-11-19,1,Tuesday,False,1123,691
2013-11,2013,11,2013-11-20,2,Wednesday,False,1176,664
2013-11,2013,11,2013-11-21,3,Thursday,False,1176,685
2013-11,2013,11,2013-11-22,4,Friday,False,1172,673
2013-11,2013,11,2013-11-23,5,Saturday,True,1105,648
2013-11,2013,11,2013-11-24,6,Sunday,True,946,604
2013-11,2013,11,2013-11-25,0,Monday,False,1033,643
2013-11,2013,11,2013-11-26,1,Tuesday,False,1063,643
2013-11,2013,11,2013-11-27,2,Wednesday,False,1037,642
2013-11,2013,11,2013-11-28,3,Thursday,False,686,483
2013-11,2013,11,2013-11-29,4,Friday,False,870,571
2013-11,2013,11,2013-11-30,5,Saturday,True,1070,635
2013-12,2013,12,2013-12-01,6,Sunday,True,947,619
2013-12,2013,12,2013-12-02,0,Monday,False,1097,652
2013-12,2013,12,2013-12-03,1,Tuesday,False,1087,645
2013-12,2013,12,2013-12-04,2,Wednesday,False,1053,659
2013-12,2013,12,2013-12-05,3,Thursday,False,1102,672
2013-12,2013,12,2013-12-06,4,Friday,False,1042,625
2013-12,2013,12,2013-12-07,5,Saturday,True,1027,639
2013-12,2013,12,2013-12-08,6,Sunday,True,866,557
2013-12,2013,12,2013-12-09,0,Monday,False,1043,629
2013-12,2013,12,2013-12-10,1,Tuesday,False,1077,660
2013-12,2013,12,2013-12-11,2,Wednesday,False,1037,641
2013-12,2013,12,2013-12-12,3,Thursday,False,1040,634
2013-12,2013,12,2013-12-13,4,Friday,False,1139,674
2013-12,2013,12,2013-12-14,5,Saturday,True,1111,667
2013-12,2013,12,2013-12-15,6,Sunday,True,920,597
2013-12,2013,12,2013-12-16,0,Monday,False,1081,656
2013-12,2013,12,2013-12-17,1,Tuesday,False,1057,652
2013-12,2013,12,2013-12-18,2,Wednesday,False,1026,629
2013-12,2013,12,2013-12-19,3,Thursday,False,1021,659
2013-12,2013,12,2013-12-20,4,Friday,False,1013,626
2013-12,2013,12,2013-12-21,5,Saturday,True,1044,648
2013-12,2013,12,2013-12-22,6,Sunday,True,906,582
2013-12,2013,12,2013-12-23,0,Monday,False,1015,632
2013-12,2013,12,2013-12-24,1,Tuesday,False,857,576
2013-12,2013,12,2013-12-25,2,Wednesday,False,563,439
2013-12,2013,12,2013-12-26,3,Thursday,False,910,565
2013-12,2013,12,2013-12-27,4,Friday,False,977,622
2013-12,2013,12,2013-12-28,5,Saturday,True,986,588
2013-12,2013,12,2013-12-29,6,Sunday,True,776,494
2013-12,2013,12,2013-12-30,0,Monday,False,883,570
2013-12,2013,12,2013-12-31,1,Tuesday,False,1018,617
2014-01,2014,1,2014-01-01,2,Wednesday,False,943,577
2014-01,2014,1,2014-01-02,3,Thursday,False,1053,642
2014-01,2014,1,2014-01-03,4,Friday,False,986,620
2014-01,2014,1,2014-01-04,5,Saturday,True,908,587
2014-01,2014,1,2014-01-05,6,Sunday,True,822,552
2014-01,2014,1,2014-01-06,0,Monday,False,1054,648
2014-01,2014,1,2014-01-07,1,Tuesday,False,1042,623
2014-01,2014,1,2014-01-08,2,Wednesday,False,1026,634
2014-01,2014,1,2014-01-09,3,Thursday,False,1061,644
2014-01,2014,1,2014-01-10,4,Friday,False,1082,672
2014-01,2014,1,2014-01-11,5,Saturday,True,999,623
2014-01,2014,1,2014-01-12,6,Sunday,True,867,565
2014-01,2014,1,2014-01-13,0,Monday,False,1107,669
2014-01,2014,1,2014-01-14,1,Tuesday,False,1087,658
2014-01,2014,1,2014-01-15,2,Wednesday,False,1004,646
2014-01,2014,1,2014-01-16,3,Thursday,False,1027,630
2014-01,2014,1,2014-01-17,4,Friday,False,1097,669
2014-01,2014,1,2014-01-18,5,Saturday,True,992,627
2014-01,2014,1,2014-01-19,6,Sunday,True,920,551
2014-01,2014,1,2014-01-20,0,Monday,False,937,594
2014-01,2014,1,2014-01-21,1,Tuesday,False,1032,626
2014-01,2014,1,2014-01-22,2,Wednesday,False,1034,616
2014-01,2014,1,2014-01-23,3,Thursday,False,1096,652
2014-01,2014,1,2014-01-24,4,Friday,False,1097,636
2014-01,2014,1,2014-01-25,5,Saturday,True,1088,655
2014-01,2014,1,2014-01-26,6,Sunday,True,888,576
2014-01,2014,1,2014-01-27,0,Monday,False,1036,627
2014-01,2014,1,2014-01-28,1,Tuesday,False,1076,661
2014-01,2014,1,2014-01-29,2,Wednesday,False,996,622
2014-01,2014,1,2014-01-30,3,Thursday,False,1089,664
2014-01,2014,1,2014-01-31,4,Friday,False,1106,658
2014-02,2014,2,2014-02-01,5,Saturday,True,1033,632
2014-02,2014,2,2014-02-02,6,Sunday,True,791,512
2014-02,2014,2,2014-02-03,0,Monday,False,1004,650
2014-02,2014,2,2014-02-04,1,Tuesday,False,970,621
2014-02,2014,2,2014-02-05,2,Wednesday,False,747,508
2014-02,2014,2,2014-02-06,3,Thursday,False,944,591
2014-02,2014,2,2014-02-07,4,Friday,False,1011,624
2014-02,2014,2,2014-02-08,5,Saturday,True,937,612
2014-02,2014,2,2014-02-09,6,Sunday,True,733,518
2014-02,2014,2,2014-02-10,0,Monday,False,997,617
2014-02,2014,2,2014-02-11,1,Tuesday,False,1035,607
2014-02,2014,2,2014-02-12,2,Wednesday,False,1037,613
2014-02,2014,2,2014-02-13,3,Thursday,False,1139,686
2014-02,2014,2,2014-02-14,4,Friday,False,1019,618
2014-02,2014,2,2014-02-15,5,Saturday,True,943,591
2014-02,2014,2,2014-02-16,6,Sunday,True,779,541
2014-02,2014,2,2014-02-17,0,Monday,False,954,592
2014-02,2014,2,2014-02-18,1,Tuesday,False,1000,626
2014-02,2014,2,2014-02-19,2,Wednesday,False,996,606
2014-02,2014,2,2014-02-20,3,Thursday,False,910,595
2014-02,2014,2,2014-02-21,4,Friday,False,1004,636
2014-02,2014,2,2014-02-22,5,Saturday,True,854,573
2014-02,2014,2,2014-02-23,6,Sunday,True,757,519
2014-02,2014,2,2014-02-24,0,Monday,False,899,560
2014-02,2014,2,2014-02-25,1,Tuesday,False,1012,646
2014-02,2014,2,2014-02-26,2,Wednesday,False,1034,630
2014-02,2014,2,2014-02-27,3,Thursday,False,981,640
2014-02,2014,2,2014-02-28,4,Friday,False,1063,648
2014-03,2014,3,2014-03-01,5,Saturday,True,964,605
2014-03,2014,3,2014-03-02,6,Sunday,True,810,547
2014-03,2014,3,2014-03-03,0,Monday,False,1031,638
2014-03,2014,3,2014-03-04,1,Tuesday,False,994,603
2014-03,2014,3,2014-03-05,2,Wednesday,False,1016,605
2014-03,2014,3,2014-03-06,3,Thursday,False,1067,644
2014-03,2014,3,2014-03-07,4,Friday,False,1142,665
2014-03,2014,3,2014-03-08,5,Saturday,True,873,588
2014-03,2014,3,2014-03-09,6,Sunday,True,784,532
2014-03,2014,3,2014-03-10,0,Monday,False,924,573
2014-03,2014,3,2014-03-11,1,Tuesday,False,1041,650
2014-03,2014,3,2014-03-12,2,Wednesday,False,1021,610
2014-03,2014,3,2014-03-13,3,Thursday,False,1038,633
2014-03,2014,3,2014-03-14,4,Friday,False,1110,667
2014-03,2014,3,2014-03-15,5,Saturday,True,974,619
2014-03,2014,3,2014-03-16,6,Sunday,True,723,515
2014-03,2014,3,2014-03-17,0,Monday,False,1050,641
2014-03,2014,3,2014-03-18,1,Tuesday,False,1061,633
2014-03,2014,3,2014-03-19,2,Wednesday,False,1010,613
2014-03,2014,3,2014-03-20,3,Thursday,False,1056,642
2014-03,2014,3,2014-03-21,4,Friday,False,1028,646
2014-03,2014,3,2014-03-22,5,Saturday,True,980,619
2014-03,2014,3,2014-03-23,6,Sunday,True,839,550
2014-03,2014,3,2014-03-24,0,Monday,False,1053,639
2014-03,2014,3,2014-03-25,1,Tuesday,False,1030,631
2014-03,2014,3,2014-03-26,2,Wednesday,False,1023,631
2014-03,2014,3,2014-03-27,3,Thursday,False,1075,647
2014-03,2014,3,2014-03-28,4,Friday,False,1054,652
2014-03,2014,3,2014-03-29,5,Saturday,True,943,584
2014-03,2014,3,2014-03-30,6,Sunday,True,868,579
2014-03,2014,3,2014-03-31,0,Monday,False,1152,660
2014-04,2014,4,2014-04-01,1,Tuesday,False,1156,699
2014-04,2014,4,2014-04-02,2,Wednesday,False,1078,672
2014-04,2014,4,2014-04-03,3,Thursday,False,1049,665
2014-04,2014,4,2014-04-04,4,Friday,False,1152,676
2014-04,2014,4,2014-04-05,5,Saturday,True,1033,626
2014-04,2014,4,2014-04-06,6,Sunday,True,829,550
2014-04,2014,4,2014-04-07,0,Monday,False,1128,671
2014-04,2014,4,2014-04-08,1,Tuesday,False,1127,655
2014-04,2014,4,2014-04-09,2,Wednesday,False,1029,631
2014-04,2014,4,2014-04-10,3,Thursday,False,1121,652
2014-04,2014,4,2014-04-11,4,Friday,False,1125,647
2014-04,2014,4,2014-04-12,5,Saturday,True,1021,632
2014-04,2014,4,2014-04-13,6,Sunday,True,930,607
2014-04,2014,4,2014-04-14,0,Monday,False,1066,643
2014-04,2014,4,2014-04-15,1,Tuesday,False,1038,620
2014-04,2014,4,2014-04-16,2,Wednesday,False,1046,642
2014-04,2014,4,2014-04-17,3,Thursday,False,1037,644
2014-04,2014,4,2014-04-18,4,Friday,False,1103,659
2014-04,2014,4,2014-04-19,5,Saturday,True,980,606
2014-04,2014,4,2014-04-20,6,Sunday,True,865,575
2014-04,2014,4,2014-04-21,0,Monday,False,967,594
2014-04,2014,4,2014-04-22,1,Tuesday,False,1034,642
2014-04,2014,4,2014-04-23,2,Wednesday,False,992,619
2014-04,2014,4,2014-04-24,3,Thursday,False,988,638
2014-04,2014,4,2014-04-25,4,Friday,False,1125,656
2014-04,2014,4,2014-04-26,5,Saturday,True,995,617
2014-04,2014,4,2014-04-27,6,Sunday,True,894,586
2014-04,2014,4,2014-04-28,0,Monday,False,1037,637
2014-04,2014,4,2014-04-29,1,Tuesday,False,1164,683
2014-04,2014,4,2014-04-30,2,Wednesday,False,1106,677
2014-05,2014,5,2014-05-01,3,Thursday,False,1119,671
2014-05,2014,5,2014-05-02,4,Friday,False,1202,700
2014-05,2014,5,2014-05-03,5,Saturday,True,940,624
2014-05,2014,5,2014-05-04,6,Sunday,True,837,553
2014-05,2014,5,2014-05-05,0,Monday,False,1091,654
2014-05,2014,5,2014-05-06,1,Tuesday,False,1168,687
2014-05,2014,5,2014-05-07,2,Wednesday,False,1122,668
2014-05,2014,5,2014-05-08,3,Thursday,False,1144,682
2014-05,2014,5,2014-05-09,4,Friday,False,1081,667
2014-05,2014,5,2014-05-10,5,Saturday,True,1039,653
2014-05,2014,5,2014-05-11,6,Sunday,True,876,592
2014-05,2014,5,2014-05-12,0,Monday,False,1187,687
2014-05,2014,5,2014-05-13,1,Tuesday,False,1175,689
2014-05,2014,5,2014-05-14,2,Wednesday,False,1208,695
2014-05,2014,5,2014-05-15,3,Thursday,False,1227,698
2014-05,2014,5,2014-05-16,4,Friday,False,1277,717
2014-05,2014,5,2014-05-17,5,Saturday,True,1111,654
2014-05,2014,5,2014-05-18,6,Sunday,True,848,547
2014-05,2014,5,2014-05-19,0,Monday,False,1116,681
2014-05,2014,5,2014-05-20,1,Tuesday,False,1128,658
2014-05,2014,5,2014-05-21,2,Wednesday,False,1112,663
2014-05,2014,5,2014-05-22,3,Thursday,False,1152,695
2014-05,2014,5,2014-05-23,4,Friday,False,1199,697
2014-05,2014,5,2014-05-24,5,Saturday,True,1047,653
2014-05,2014,5,2014-05-25,6,Sunday,True,940,617
2014-05,2014,5,2014-05-26,0,Monday,False,1062,623
2014-05,2014,5,2014-05-27,1,Tuesday,False,1108,664
2014-05,2014,5,2014-05-28,2,Wednesday,False,1137,685
2014-05,2014,5,2014-05-29,3,Thursday,False,1112,666
2014-05,2014,5,2014-05-30,4,Friday,False,1269,705
2014-05,2014,5,2014-05-31,5,Saturday,True,1106,651
2014-06,2014,6,2014-06-01,6,Sunday,True,1061,632
2014-06,2014,6,2014-06-02,0,Monday,False,1246,713
2014-06,2014,6,2014-06-03,1,Tuesday,False,1126,675
2014-06,2014,6,2014-06-04,2,Wednesday,False,1183,711
2014-06,2014,6,2014-06-05,3,Thursday,False,1020,629
2014-06,2014,6,2014-06-06,4,Friday,False,1229,715
2014-06,2014,6,2014-06-07,5,Saturday,True,1160,669
2014-06,2014,6,2014-06-08,6,Sunday,True,852,534
2014-06,2014,6,2014-06-09,0,Monday,False,1152,657
2014-06,2014,6,2014-06-10,1,Tuesday,False,1197,718
2014-06,2014,6,2014-06-11,2,Wednesday,False,1231,714
2014-06,2014,6,2014-06-12,3,Thursday,False,1116,672
2014-06,2014,6,2014-06-13,4,Friday,False,1290,723
2014-06,2014,6,2014-06-14,5,Saturday,True,1079,682
2014-06,2014,6,2014-06-15,6,Sunday,True,934,615
2014-06,2014,6,2014-06-16,0,Monday,False,1174,682
2014-06,2014,6,2014-06-17,1,Tuesday,False,1090,670
2014-06,2014,6,2014-06-18,2,Wednesday,False,1219,701
2014-06,2014,6,2014-06-19,3,Thursday,False,1252,725
2014-06,2014,6,2014-06-20,4,Friday,False,1207,691
2014-06,2014,6,2014-06-21,5,Saturday,True,1155,648
2014-06,2014,6,2014-06-22,6,Sunday,True,945,633
2014-06,2014,6,2014-06-23,0,Monday,False,1242,718
2014-06,2014,6,2014-06-24,1,Tuesday,False,1211,706
2014-06,2014,6,2014-06-25,2,Wednesday,False,1274,722
2014-06,2014,6,2014-06-26,3,Thursday,False,1177,700
2014-06,2014,6,2014-06-27,4,Friday,False,1283,724
2014-06,2014,6,2014-06-28,5,Saturday,True,1221,691
2014-06,2014,6,2014-06-29,6,Sunday,True,1009,619
2014-06,2014,6,2014-06-30,0,Monday,False,1160,688
2014-07,2014,7,2014-07-01,1,Tuesday,False,1273,726
2014-07,2014,7,2014-07-02,2,Wednesday,False,1213,705
2014-07,2014,7,2014-07-03,3,Thursday,False,1202,726
2014-07,2014,7,2014-07-04,4,Friday,False,1221,671
2014-07,2014,7,2014-07-05,5,Saturday,True,1073,654
2014-07,2014,7,2014-07-06,6,Sunday,True,1051,638
2014-07,2014,7,2014-07-07,0,Monday,False,1257,710
2014-07,2014,7,2014-07-08,1,Tuesday,False,1199,696
2014-07,2014,7,2014-07-09,2,Wednesday,False,1261,734
2014-07,2014,7,2014-07-10,3,Thursday,False,1240,716
2014-07,2014,7,2014-07-11,4,Friday,False,1291,709
2014-07,2014,7,2014-07-12,5,Saturday,True,1190,681
2014-07,2014,7,2014-07-13,6,Sunday,True,1048,654
2014-07,2014,7,2014-07-14,0,Monday,False,1152,656
2014-07,2014,7,2014-07-15,1,Tuesday,False,1187,702
2014-07,2014,7,2014-07-16,2,Wednesday,False,1177,688
2014-07,2014,7,2014-07-17,3,Thursday,False,1187,707
2014-07,2014,7,2014-07-18,4,Friday,False,1209,704
2014-07,2014,7,2014-07-19,5,Saturday,True,1082,673
2014-07,2014,7,2014-07-20,6,Sunday,True,979,629
2014-07,2014,7,2014-07-21,0,Monday,False,1108,651
2014-07,2014,7,2014-07-22,1,Tuesday,False,1051,650
2014-07,2014,7,2014-07-23,2,Wednesday,False,1077,677
2014-07,2014,7,2014-07-24,3,Thursday,False,1100,650
2014-07,2014,7,2014-07-25,4,Friday,False,1181,674
2014-07,2014,7,2014-07-26,5,Saturday,True,1154,663
2014-07,2014,7,2014-07-27,6,Sunday,True,1105,656
2014-07,2014,7,2014-07-28,0,Monday,False,1162,698
2014-07,2014,7,2014-07-29,1,Tuesday,False,1222,721
2014-07,2014,7,2014-07-30,2,Wednesday,False,1195,675
2014-07,2014,7,2014-07-31,3,Thursday,False,1147,688
2014-08,2014,8,2014-08-01,4,Friday,False,1214,713
2014-08,2014,8,2014-08-02,5,Saturday,True,1166,694
2014-08,2014,8,2014-08-03,6,Sunday,True,1105,673
2014-08,2014,8,2014-08-04,0,Monday,False,1179,658
2014-08,2014,8,2014-08-05,1,Tuesday,False,1209,697
2014-08,2014,8,2014-08-06,2,Wednesday,False,1207,695
2014-08,2014,8,2014-08-07,3,Thursday,False,1182,667
2014-08,2014,8,2014-08-08,4,Friday,False,1223,707
2014-08,2014,8,2014-08-09,5,Saturday,True,1116,671
2014-08,2014,8,2014-08-10,6,Sunday,True,929,590
2014-08,2014,8,2014-08-11,0,Monday,False,1140,695
2014-08,2014,8,2014-08-12,1,Tuesday,False,1087,670
2014-08,2014,8,2014-08-13,2,Wednesday,False,1097,668
2014-08,2014,8,2014-08-14,3,Thursday,False,1144,681
2014-08,2014,8,2014-08-15,4,Friday,False,1131,679
2014-08,2014,8,2014-08-16,5,Saturday,True,1147,682
2014-08,2014,8,2014-08-17,6,Sunday,True,935,611
2014-08,2014,8,2014-08-18,0,Monday,False,1168,691
2014-08,2014,8,2014-08-19,1,Tuesday,False,1117,689
2014-08,2014,8,2014-08-20,2,Wednesday,False,1158,682
2014-08,2014,8,2014-08-21,3,Thursday,False,1124,680
2014-08,2014,8,2014-08-22,4,Friday,False,1185,680
2014-08,2014,8,2014-08-23,5,Saturday,True,1124,647
2014-08,2014,8,2014-08-24,6,Sunday,True,983,640
2014-08,2014,8,2014-08-25,0,Monday,False,1140,687
2014-08,2014,8,2014-08-26,1,Tuesday,False,1107,667
2014-08,2014,8,2014-08-27,2,Wednesday,False,1178,702
2014-08,2014,8,2014-08-28,3,Thursday,False,1113,676
2014-08,2014,8,2014-08-29,4,Friday,False,1171,693
2014-08,2014,8,2014-08-30,5,Saturday,True,1018,619
2014-08,2014,8,2014-08-31,6,Sunday,True,873,584
2014-09,2014,9,2014-09-01,0,Monday,False,968,620
2014-09,2014,9,2014-09-02,1,Tuesday,False,1092,644
2014-09,2014,9,2014-09-03,2,Wednesday,False,1141,673
2014-09,2014,9,2014-09-04,3,Thursday,False,1052,650
2014-09,2014,9,2014-09-05,4,Friday,False,1176,684
2014-09,2014,9,2014-09-06,5,Saturday,True,1153,675
2014-09,2014,9,2014-09-07,6,Sunday,True,1023,638
2014-09,2014,9,2014-09-08,0,Monday,False,1190,687
2014-09,2014,9,2014-09-09,1,Tuesday,False,1070,619
2014-09,2014,9,2014-09-10,2,Wednesday,False,1043,638
2014-09,2014,9,2014-09-11,3,Thursday,False,1153,680
2014-09,2014,9,2014-09-12,4,Friday,False,1171,686
2014-09,2014,9,2014-09-13,5,Saturday,True,1069,660
2014-09,2014,9,2014-09-14,6,Sunday,True,944,603
2014-09,2014,9,2014-09-15,0,Monday,False,1201,700
2014-09,2014,9,2014-09-16,1,Tuesday,False,1088,651
2014-09,2014,9,2014-09-17,2,Wednesday,False,1095,647
2014-09,2014,9,2014-09-18,3,Thursday,False,1060,633
2014-09,2014,9,2014-09-19,4,Friday,False,1118,677
2014-09,2014,9,2014-09-20,5,Saturday,True,1039,645
2014-09,2014,9,2014-09-21,6,Sunday,True,978,615
2014-09,2014,9,2014-09-22,0,Monday,False,1077,681
2014-09,2014,9,2014-09-23,1,Tuesday,False,1138,672
2014-09,2014,9,2014-09-24,2,Wednesday,False,1005,625
2014-09,2014,9,2014-09-25,3,Thursday,False,909,573
2014-09,2014,9,2014-09-26,4,Friday,False,1187,674
2014-09,2014,9,2014-09-27,5,Saturday,True,1119,670
2014-09,2014,9,2014-09-28,6,Sunday,True,929,587
2014-09,2014,9,2014-09-29,0,Monday,False,1086,640
2014-09,2014,9,2014-09-30,1,Tuesday,False,1118,648
2014-10,2014,10,2014-10-01,2,Wednesday,False,1140,693
2014-10,2014,10,2014-10-02,3,Thursday,False,1195,683
2014-10,2014,10,2014-10-03,4,Friday,False,1199,689
2014-10,2014,10,2014-10-04,5,Saturday,True,1098,689
2014-10,2014,10,2014-10-05,6,Sunday,True,974,609
2014-10,2014,10,2014-10-06,0,Monday,False,1084,646
2014-10,2014,10,2014-10-07,1,Tuesday,False,1051,619
2014-10,2014,10,2014-10-08,2,Wednesday,False,1113,650
2014-10,2014,10,2014-10-09,3,Thursday,False,1079,637
2014-10,2014,10,2014-10-10,4,Friday,False,1180,680
2014-10,2014,10,2014-10-11,5,Saturday,True,999,612
2014-10,2014,10,2014-10-12,6,Sunday,True,919,591
2014-10,2014,10,2014-10-13,0,Monday,False,1130,672
2014-10,2014,10,2014-10-14,1,Tuesday,False,1157,678
2014-10,2014,10,2014-10-15,2,Wednesday,False,1123,652
2014-10,2014,10,2014-10-16,3,Thursday,False,1212,680
2014-10,2014,10,2014-10-17,4,Friday,False,1161,661
2014-10,2014,10,2014-10-18,5,Saturday,True,1032,634
2014-10,2014,10,2014-10-19,6,Sunday,True,905,591
2014-10,2014,10,2014-10-20,0,Monday,False,1097,659
2014-10,2014,10,2014-10-21,1,Tuesday,False,1155,689
2014-10,2014,10,2014-10-22,2,Wednesday,False,1034,653
